curated_collection,document_id,path,repository_id,metadata_type,title,added,document_created,document_updated
bibliophilly,6424,0023/lewis_e_035,0023,TEI,"Biblical commentary on the Pentateuch (Exodus, Leviticus, Numbers)",2018-04-10T19:38:38+00:00,2018-04-10T17:07:29+00:00,2018-04-11T00:04:44+00:00
bibliophilly,6425,0023/lewis_e_038,0023,TEI,Bible,2018-04-10T19:38:38+00:00,2018-04-10T19:11:28+00:00,2018-04-11T23:13:55+00:00
bibliophilly,6423,0023/lewis_e_042,0023,TEI,"Bible, glossed Mark",2018-04-10T19:38:38+00:00,2018-04-10T16:53:30+00:00,2018-04-11T00:04:44+00:00
bibliophilly,6441,0023/lewis_e_099,0023,TEI,"Book of Hours, Use of Rome",2018-04-17T14:01:26+00:00,2018-04-13T19:02:45+00:00,2018-04-13T23:10:30+00:00
bibliophilly,6440,0023/lewis_e_102,0023,TEI,"Book of Hours, Use of Rome",2018-04-17T14:01:26+00:00,2018-04-13T19:01:35+00:00,2018-04-13T23:10:30+00:00
bibliophilly,6442,0023/lewis_e_106,0023,TEI,"Book of Hours, use of Rome",2018-04-17T14:01:26+00:00,2018-04-13T19:24:34+00:00,2018-04-14T22:30:56+00:00
bibliophilly,6443,0023/lewis_e_143,0023,TEI,Dogale,2018-04-17T14:01:26+00:00,2018-04-13T19:25:53+00:00,2018-04-13T23:10:30+00:00
bibliophilly,6449,0029/mss_0095_013,0029,TEI,Two leaves from a Psalter,2018-04-18T18:31:27+00:00,2018-04-18T14:22:48+00:00,2018-04-18T23:35:40+00:00
bibliophilly,6452,0029/mss_0095_017,0029,TEI,Secreta,2018-04-18T18:31:27+00:00,2018-04-18T15:47:54+00:00,2018-04-18T23:35:40+00:00
bibliophilly,6453,0029/mss_0095_015,0029,TEI,"Medical, alchemical, and craft materials recipes, 15th and 16th centuries.",2018-04-18T18:31:27+00:00,2018-04-18T15:48:34+00:00,2018-04-18T23:35:40+00:00
bibliophilly,6454,0029/mss_0095_018,0029,TEI,Lapis philosophorum,2018-04-18T18:31:27+00:00,2018-04-18T16:36:51+00:00,2018-04-18T23:35:40+00:00
bibliophilly,6455,0029/mss_0095_031,0029,TEI,"Book of Hours, Use of Noyon",2018-04-18T18:31:27+00:00,2018-04-18T17:36:03+00:00,2018-04-18T23:35:40+00:00
bibliophilly,6456,0023/lewis_e_108,0023,TEI,"Book of Hours, use of Rome",2018-04-18T18:31:28+00:00,2018-04-18T17:36:53+00:00,2018-04-18T23:35:40+00:00
bibliophilly,6475,0023/lewis_e_111,0023,TEI,"Book of Hours, use of Rome",2018-04-20T20:36:33+00:00,2018-04-20T19:47:51+00:00,2018-04-20T22:52:21+00:00
bibliophilly,6475,0023/lewis_e_111,0023,TEI,"Book of Hours, use of Rome",2018-04-20T20:42:30+00:00,2018-04-20T19:47:51+00:00,2018-04-20T22:52:21+00:00
bibliophilly,6492,0023/lewis_e_065,0023,TEI,Constitutiones clementinae (Clementine constitutions),2018-04-24T20:16:53+00:00,2018-04-23T20:30:42+00:00,2018-04-23T22:35:59+00:00
bibliophilly,6494,0023/lewis_e_122,0023,TEI,"Book of Hours, Use of Rome",2018-04-24T20:16:54+00:00,2018-04-24T14:47:10+00:00,2018-04-25T00:07:07+00:00
bibliophilly,6493,0023/lewis_e_081,0023,TEI,Epistola ad Iheronimum (Letter to Jerome); Vitae patrum (Lives of the Fathers),2018-04-24T20:16:54+00:00,2018-04-24T14:02:57+00:00,2018-04-25T00:07:06+00:00
bibliophilly,6495,0023/lewis_e_128,0023,TEI,"Book of Hours, use of Tours",2018-04-24T20:16:54+00:00,2018-04-24T15:21:44+00:00,2018-04-25T00:07:07+00:00
bibliophilly,6496,0023/lewis_e_137,0023,TEI,Sententiae (Sentences),2018-04-24T20:16:54+00:00,2018-04-24T17:28:53+00:00,2018-04-25T00:07:07+00:00
bibliophilly,6497,0023/lewis_e_142,0023,TEI,Repertorium juris civilis (Catalog of Civil Law),2018-04-24T20:16:54+00:00,2018-04-24T18:01:26+00:00,2018-04-25T23:13:51+00:00
bibliophilly,6498,0023/lewis_e_144,0023,TEI,Fragment of a lectionary,2018-04-24T20:16:54+00:00,2018-04-24T19:14:48+00:00,2018-04-25T00:07:07+00:00
bibliophilly,6499,0023/lewis_e_150,0023,TEI,Periochae,2018-04-24T20:16:54+00:00,2018-04-24T19:50:33+00:00,2018-04-25T00:07:07+00:00
bibliophilly,6500,0023/lewis_e_148,0023,TEI,Epistolary,2018-04-24T20:16:54+00:00,2018-04-24T20:08:20+00:00,2018-04-25T00:07:07+00:00
bibliophilly,6520,0023/lewis_e_175,0023,TEI,Prayer against the plague; Prayer book,2018-04-27T19:36:34+00:00,2018-04-27T19:30:28+00:00,2018-04-27T23:36:33+00:00
bibliophilly,6519,0023/lewis_e_177,0023,TEI,Prayer book,2018-04-27T19:36:34+00:00,2018-04-27T19:29:20+00:00,2018-04-27T23:36:33+00:00
bibliophilly,6521,0023/lewis_e_176,0023,TEI,Prayer book,2018-04-27T20:25:12+00:00,2018-04-27T20:20:56+00:00,2018-04-27T23:36:33+00:00
bibliophilly,6527,0023/lewis_e_138,0023,TEI,Historia hierosolymitana (History of Jerusalem),2018-04-30T19:38:08+00:00,2018-04-30T14:53:47+00:00,2018-04-30T23:27:47+00:00
bibliophilly,6528,0023/lewis_e_140,0023,TEI,"Rule of the order of the Jesuati of San Giusto alle mura, Florence",2018-04-30T19:38:08+00:00,2018-04-30T15:10:12+00:00,2018-04-30T23:27:47+00:00
bibliophilly,6529,0023/lewis_e_153,0023,TEI,Fragment of a Martyrology,2018-04-30T19:38:08+00:00,2018-04-30T15:10:18+00:00,2018-04-30T23:27:47+00:00
bibliophilly,6531,0023/lewis_e_159,0023,TEI,Fragment of a Missal,2018-04-30T19:38:08+00:00,2018-04-30T18:59:51+00:00,2018-04-30T23:27:47+00:00
bibliophilly,6532,0023/lewis_e_251,0023,TEI,Enarratio in prophetam Isaiam,2018-04-30T19:38:08+00:00,2018-04-30T19:33:47+00:00,2018-04-30T23:27:47+00:00
bibliophilly,6533,0023/lewis_e_157,0023,TEI,"Missal, use of Rome",2018-04-30T20:38:49+00:00,2018-04-30T19:41:59+00:00,2018-05-02T01:17:30+00:00
bibliophilly,6537,0023/lewis_e_161,0023,TEI,Missal,2018-05-01T20:49:37+00:00,2018-05-01T14:04:16+00:00,2018-05-03T00:25:18+00:00
bibliophilly,6541,0028/ms_232_011,0028,TEI,Pronosticque historial de la felicite future de l'an mil cincq cens et douze,2018-05-01T20:49:37+00:00,2018-05-01T16:01:41+00:00,2018-05-02T01:17:30+00:00
bibliophilly,6544,0028/ms_439_016,0028,TEI,Fall of princes,2018-05-01T20:49:37+00:00,2018-05-01T17:53:28+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6546,0028/ms_484_011,0028,TEI,Super cantica canticorum,2018-05-01T20:49:37+00:00,2018-05-01T20:17:53+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6545,0028/ms_484_020,0028,TEI,Compendium logicae,2018-05-01T20:49:37+00:00,2018-05-01T19:54:03+00:00,2018-05-02T01:17:30+00:00
bibliophilly,6539,0023/lewis_e_235b,0023,TEI,Grammatical treatise,2018-05-01T20:49:37+00:00,2018-05-01T15:11:23+00:00,2018-05-02T01:17:30+00:00
bibliophilly,6540,0023/lewis_e_250,0023,TEI,Treatise on the construction of an astrolabe,2018-05-01T20:49:37+00:00,2018-05-01T15:38:08+00:00,2018-05-02T01:17:30+00:00
bibliophilly,6543,0023/lewis_e_241,0023,TEI,Carta executoria,2018-05-01T20:49:37+00:00,2018-05-01T17:09:36+00:00,2018-05-02T01:17:30+00:00
bibliophilly,6549,0023/lewis_e_219_1,0023,TEI,Meditationes de passione christi,2018-05-02T18:01:37+00:00,2018-05-02T13:46:13+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6550,0023/lewis_e_240,0023,TEI,Revelations,2018-05-02T18:01:38+00:00,2018-05-02T14:18:58+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6551,0023/lewis_e_186,0023,TEI,Psalter,2018-05-02T18:01:38+00:00,2018-05-02T15:15:47+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6552,0023/lewis_e_179,0023,TEI,Prayer Book,2018-05-02T20:04:44+00:00,2018-05-02T19:17:53+00:00,2018-05-04T14:00:52+00:00
bibliophilly,6553,0028/ms_484_021,0028,TEI,Dialogorum ... libri quatuor de miraculis,2018-05-02T20:54:59+00:00,2018-05-02T19:32:48+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6554,0027/cpp_10a_231,0027,TEI,Artzenei buch,2018-05-02T20:54:59+00:00,2018-05-02T20:48:57+00:00,2018-05-03T00:25:19+00:00
bibliophilly,6560,0012/lcp_ms15,0012,TEI,"Book of Hours, fragment",2018-05-04T21:08:48+00:00,2018-05-04T15:51:51+00:00,2018-05-05T00:26:24+00:00
bibliophilly,6561,0012/lcp_ms18,0012,TEI,Traictie des VII fruis de tribulacion,2018-05-04T21:08:48+00:00,2018-05-04T16:17:56+00:00,2018-05-30T14:43:55+00:00
bibliophilly,6562,0012/lcp_ms19,0012,TEI,Antiphonal,2018-05-04T21:08:48+00:00,2018-05-04T19:12:53+00:00,2018-05-05T23:09:30+00:00
bibliophilly,6559,0023/lewis_e_022,0023,TEI,Enarrationes in psalmos (Expositions on the psalms); Initials (ABC); Prayer,2018-05-07T13:58:55+00:00,2018-05-04T15:35:31+00:00,2018-05-05T00:26:24+00:00
bibliophilly,6563,0023/lewis_e_037,0023,TEI,Bible,2018-05-07T18:41:37+00:00,2018-05-07T13:09:35+00:00,2018-05-09T14:07:17+00:00
bibliophilly,6564,0023/lewis_e_086,0023,TEI,"Book of Hours, use of Bourges",2018-05-07T18:41:37+00:00,2018-05-07T16:31:41+00:00,2018-05-07T23:16:09+00:00
bibliophilly,6558,0023/lewis_e_174,0023,TEI,Prayer book,2018-05-07T18:41:37+00:00,2018-05-04T14:22:35+00:00,2018-05-07T13:57:12+00:00
bibliophilly,6566,0023/lewis_e_167,0023,TEI,Tractatus moralis de virtutibus (Moral Tract on the Virtues),2018-05-08T14:44:53+00:00,2018-05-08T13:50:21+00:00,2018-05-08T23:57:48+00:00
bibliophilly,6567,0023/lewis_e_263,0023,TEI,Carta executoria a pedimiento de Alonso Mendez de Parada,2018-05-08T17:13:30+00:00,2018-05-08T15:41:05+00:00,2018-05-08T23:57:48+00:00
bibliophilly,6577,0023/lewis_e_004,0023,TEI,Hexameron,2018-05-16T13:47:58+00:00,2018-05-15T19:51:42+00:00,2018-05-16T20:30:22+00:00
bibliophilly,6575,0023/lewis_e_183_v1,0023,TEI,Psalter-Hours,2018-05-16T13:47:58+00:00,2018-05-15T18:00:14+00:00,2018-05-15T22:40:39+00:00
bibliophilly,6576,0023/lewis_e_183_v2,0023,TEI,Psalter-Hours,2018-05-16T13:47:58+00:00,2018-05-15T18:36:41+00:00,2018-05-15T22:40:39+00:00
bibliophilly,6574,0023/lewis_e_169,0023,TEI,Aurora,2018-05-16T13:47:58+00:00,2018-05-15T15:30:24+00:00,2018-05-15T22:40:38+00:00
bibliophilly,6579,0023/lewis_e_248,0023,TEI,"Summa de casibus poenitentia, glossed",2018-05-17T18:30:41+00:00,2018-05-16T20:31:50+00:00,2018-05-16T22:42:00+00:00
bibliophilly,6578,0023/lewis_e_242,0023,TEI,Bible,2018-05-17T18:30:41+00:00,2018-05-16T16:36:08+00:00,2018-05-16T22:42:00+00:00
bibliophilly,6580,0023/lc_14_28,0023,TEI,Statuta vetera (Old Statutes),2018-05-17T19:59:45+00:00,2018-05-17T19:08:18+00:00,2018-05-17T22:24:29+00:00
bibliophilly,6581,0028/ms_002_003,0028,TEI,Meditationes super Genesim; Novella materia super septem peccatis capitalibus,2018-05-17T20:54:10+00:00,2018-05-17T20:23:16+00:00,2018-05-17T22:24:29+00:00
bibliophilly,6585,0023/lc_14_13,0023,TEI,Britton,2018-05-23T13:17:04+00:00,2018-05-22T21:42:54+00:00,2018-05-25T18:49:25+00:00
bibliophilly,6586,0023/lc_14_9_5,0023,TEI,Statuta nova (New Statutes),2018-05-23T21:11:13+00:00,2018-05-23T17:59:30+00:00,2018-05-25T18:49:25+00:00
bibliophilly,6588,0023/lc_14_12,0023,TEI,Readings on Statutes,2018-05-29T15:01:52+00:00,2018-05-23T21:59:28+00:00,2018-05-25T18:49:25+00:00
bibliophilly,6589,0023/lc_14_19,0023,TEI,Statuta vetera (Old Statutes),2018-05-29T15:01:52+00:00,2018-05-25T19:19:31+00:00,2018-05-29T14:55:42+00:00
bibliophilly,6590,0023/lc_14_21,0023,TEI,Statuta vetera (Old Statutes),2018-05-29T19:52:05+00:00,2018-05-29T18:10:45+00:00,2018-05-29T22:23:21+00:00
bibliophilly,6591,0023/lc_14_20_5,0023,TEI,Statuta Angliae,2018-05-29T19:52:05+00:00,2018-05-29T19:21:52+00:00,2018-05-29T22:23:21+00:00
bibliophilly,6592,0012/lcp_ms22,0012,TEI,"Jacobus de Cessolis: De ludo scacchorum, incomplete",2018-05-29T21:13:34+00:00,2018-05-29T20:54:21+00:00,2018-05-29T22:23:21+00:00
bibliophilly,6594,0012/lcp_ms20,0012,TEI,Jacobus de Voragine: Sermones etc.,2018-05-30T20:40:58+00:00,2018-05-30T16:37:49+00:00,2018-05-30T22:56:04+00:00
bibliophilly,6595,0012/lcp_ms21,0012,TEI,"Gradual, incomplete",2018-05-30T20:40:59+00:00,2018-05-30T19:26:10+00:00,2018-05-30T22:56:04+00:00
bibliophilly,6596,0012/lcp_ms12_v1,0012,TEI,"Book of Hours, Use of Paris",2018-05-30T20:40:59+00:00,2018-05-30T19:46:17+00:00,2018-05-30T22:56:04+00:00
bibliophilly,6597,0012/lcp_ms12_v2,0012,TEI,"Book of Hours, Use of Paris",2018-05-30T20:40:59+00:00,2018-05-30T20:24:01+00:00,2018-05-30T22:56:04+00:00
bibliophilly,6598,0023/lewis_e_118,0023,TEI,"Book of Hours, use of Rome",2018-05-30T21:06:55+00:00,2018-05-30T21:03:28+00:00,2018-05-30T22:56:04+00:00
bibliophilly,6599,0023/horace_ms_2,0023,TEI,Ars Poetica (Art of Poetry); Carmen seculare; Epistolae (Epistles); Odes,2018-05-31T16:40:01+00:00,2018-05-31T16:24:59+00:00,2018-05-31T22:24:17+00:00
bibliophilly,6600,0029/mss_0474_f2b,0029,TEI,Leaf from a Book of Hours,2018-06-06T13:57:44+00:00,2018-06-05T15:35:17+00:00,2018-06-05T22:18:54+00:00
bibliophilly,6601,0023/lewis_e_119,0023,TEI,"Book of Hours, use of Rome; Litany and Prayers",2018-06-14T15:32:23+00:00,2018-06-08T21:07:21+00:00,2018-06-08T22:21:36+00:00
bibliophilly,6603,0023/lewis_e_239,0023,TEI,"Bible, Gospels",2018-06-15T20:47:03+00:00,2018-06-15T17:08:27+00:00,2018-06-15T22:55:01+00:00
bibliophilly,6604,0023/lewis_e_243,0023,TEI,"Bible, glossed minor prophets; Missal",2018-06-15T20:47:04+00:00,2018-06-15T20:18:11+00:00,2018-06-15T22:55:02+00:00
bibliophilly,6606,0023/lewis_e_233,0023,TEI,Antiphonary,2018-06-20T13:40:39+00:00,2018-06-19T17:54:44+00:00,2018-06-19T22:48:22+00:00
bibliophilly,6607,0023/lewis_e_222,0023,TEI,Antiphonary,2018-06-20T13:40:39+00:00,2018-06-19T20:50:56+00:00,2018-06-20T23:36:18+00:00
bibliophilly,6608,0023/lewis_e_223,0023,TEI,Antiphonary,2018-06-20T16:15:51+00:00,2018-06-20T14:26:29+00:00,2018-06-20T23:36:19+00:00
bibliophilly,6605,0023/lewis_e_247,0023,TEI,Gesta regum Anglorum (Deeds of the English Kings); Historia regum Britanniae (History of the Kings of Britain),2018-06-20T16:15:52+00:00,2018-06-18T16:44:27+00:00,2018-06-19T22:48:22+00:00
bibliophilly,6609,0023/lewis_e_226,0023,TEI,Gradual,2018-06-20T20:56:58+00:00,2018-06-20T19:07:41+00:00,2018-06-20T23:36:19+00:00
bibliophilly,6610,0023/lewis_e_231,0023,TEI,Choir psalter; Hymnal,2018-06-21T13:10:12+00:00,2018-06-20T22:09:58+00:00,2018-06-21T23:17:53+00:00
bibliophilly,6612,0023/lewis_e_234,0023,TEI,Antiphonary,2018-06-21T17:39:55+00:00,2018-06-21T16:09:01+00:00,2018-06-21T23:17:54+00:00
bibliophilly,6613,0023/lewis_e_136,0023,TEI,Carta pisana; Sententiae (Sentences),2018-06-21T18:51:29+00:00,2018-06-21T18:01:13+00:00,2018-06-22T14:16:33+00:00
bibliophilly,6614,0023/lewis_e_156,0023,TEI,Fragment of a Menologium,2018-06-21T19:50:07+00:00,2018-06-21T19:15:58+00:00,2018-06-21T23:17:54+00:00
bibliophilly,6615,0023/lewis_e_164,0023,TEI,Oedipi et Sphingis dialogus (Dialogues between Oedipus and the Sphinx); Le Sphinx,2018-06-21T21:29:11+00:00,2018-06-21T20:38:15+00:00,2018-06-25T14:48:50+00:00
bibliophilly,6616,0023/lewis_e_168,0023,TEI,Historia scholastica,2018-06-22T17:56:11+00:00,2018-06-22T16:03:36+00:00,2018-06-22T22:50:31+00:00
bibliophilly,6617,0023/lewis_e_171,0023,TEI,Pontifical,2018-06-22T20:56:22+00:00,2018-06-22T19:10:57+00:00,2018-06-22T22:50:32+00:00
bibliophilly,6618,0023/lewis_e_194,0023,TEI,Sermons,2018-06-25T19:19:45+00:00,2018-06-25T16:29:08+00:00,2018-06-25T22:27:46+00:00
bibliophilly,6619,0023/lewis_e_196,0023,TEI,Comediae,2018-06-25T19:19:45+00:00,2018-06-25T18:05:33+00:00,2018-06-25T22:27:47+00:00
bibliophilly,6620,0023/lewis_e_244,0023,TEI,Infortiatum,2018-06-26T20:50:35+00:00,2018-06-26T17:49:39+00:00,2018-06-26T22:44:31+00:00
bibliophilly,6621,0023/lewis_e_246,0023,TEI,De differentia translationis nostrae ab hebraica littera veteris testamentum,2018-06-27T15:04:14+00:00,2018-06-27T13:28:47+00:00,2018-06-27T22:49:20+00:00
bibliophilly,6622,0023/lewis_e_023,0023,TEI,Sermons,2018-06-27T18:49:10+00:00,2018-06-27T17:09:02+00:00,2018-06-27T22:49:21+00:00
